CustomerID,Freq,SaleAmount,ElapsedDays,Freg_log,SaleAmount_log,ElapsedDays_log,ClusterLabel
12463,83,1344.7799999999997,54,4.430816798843313,7.204729049594601,4.007333185232471,2
12464,29,1212.0499999999997,11,3.4011973816621555,7.100893128209941,2.4849066497880004,3
12465,47,742.1900000000002,18,3.871201010907891,6.610951732080795,2.9444389791664403,3
12468,38,729.54,188,3.6635616461296463,6.593783986707386,5.241747015059643,2
12471,459,19788.649999999947,3,6.131226489483141,9.892914352740366,1.3862943611198906,1
12472,339,6572.110000000003,33,5.8289456176102075,8.790742363252102,3.5263605246161616,1
12473,167,3928.05,30,5.123963979403259,8.276152945361936,3.4339872044851463,1
12474,422,7324.089999999998,18,6.0473721790462776,8.899060720499207,2.9444389791664403,1
12475,36,723.38,54,3.6109179126442243,6.585316116572351,4.007333185232471,2
12476,233,6816.420000000005,16,5.455321115357702,8.827236380144111,2.833213344056216,1
12477,300,13219.73999999999,23,5.707110264748875,9.48954208763334,3.1780538303479458,1
12478,36,680.9900000000002,4,3.6109179126442243,6.525014994979365,1.6094379124341003,3
12479,31,527.2,12,3.4657359027997265,6.269474999863032,2.5649493574615367,3
12480,154,3281.6300000000015,29,5.043425116919247,8.096400209353131,3.4011973816621555,1
12481,216,5579.820000000002,23,5.37989735354046,8.627090997983782,3.1780538303479458,1
12483,75,2484.980000000001,18,4.330733340286331,7.818422226986002,2.9444389791664403,1
12484,343,4527.3200000000015,33,5.840641657373398,8.418106288764006,3.5263605246161616,1
12488,55,1298.6599999999999,10,4.02535169073515,7.169857970780941,2.3978952727983707,3
12489,15,334.92999999999995,337,2.772588722239781,5.816902804925467,5.823045895483019,0
12490,245,5417.9299999999985,6,5.5053315359323625,8.597653657970225,1.9459101490553132,1
12491,26,460.4000000000001,39,3.295836866004329,6.134265345739654,3.6888794541139363,3
12492,20,263.21,64,3.044522437723423,5.5767442414854775,4.174387269895637,0
12493,22,433.74,166,3.1354942159291497,6.0747481512447195,5.117993812416755,0
12494,77,1246.1000000000006,16,4.356708826689592,7.128576134926702,2.833213344056216,2
12497,14,1043.1,82,2.70805020110221,6.950910549296065,4.418840607796598,2
12498,23,403.7,22,3.1780538303479458,6.00314605188182,3.1354942159291497,3
12500,61,4257.820000000001,24,4.127134385045092,8.356747405587967,3.2188758248682006,1
12501,149,2169.3899999999994,337,5.0106352940962555,7.682662153888475,5.823045895483019,2
12502,147,3723.87,96,4.997212273764115,8.222787230875806,4.574710978503383,2
12504,9,482.04999999999995,19,2.302585092994046,6.180120167963518,2.995732273553991,3
12506,23,73.50000000000003,233,3.1780538303479458,4.310799125385514,5.455321115357702,0
12507,22,1304.81,135,3.1354942159291497,7.174578816863813,4.912654885736052,2
12508,68,397.88000000000005,27,4.23410650459726,5.988660619775247,3.332204510175204,3
12509,7,176.5,285,2.0794415416798357,5.178970608915471,5.655991810819852,0
12510,33,982.57,143,3.5263605246161616,6.8911888096735625,4.969813299576001,2
12512,31,132.18000000000006,67,3.4657359027997265,4.891701596682477,4.219507705176107,0
12513,35,612.2900000000001,113,3.58351893845611,6.418837907265027,4.736198448394496,2
12514,51,1017.6800000000002,268,3.9512437185814275,6.926262950537877,5.594711379601839,2
12515,16,383.7,354,2.833213344056216,5.95246380975825,5.872117789475416,0
12516,26,1312.06,78,3.295836866004329,7.180115570136106,4.3694478524670215,2
12517,279,2481.5999999999995,29,5.634789603169249,7.817061677081847,3.4011973816621555,1
12518,124,2056.8899999999994,1,4.8283137373023015,7.629436465014086,0.6931471805599453,1
12519,17,330.84,64,2.8903717578961645,5.804652925041163,4.174387269895637,0
12520,152,2634.26,80,5.030437921392435,7.876737127834484,4.394449154672439,2
12521,38,599.6800000000001,143,3.6635616461296463,6.39806234681208,4.969813299576001,2
12522,12,192.72000000000003,40,2.5649493574615367,5.266413817535028,3.713572066704308,0
12523,106,1789.7700000000007,20,4.672828834461906,7.49040097393701,3.044522437723423,1
12524,144,4485.719999999999,10,4.976733742420574,8.408877201532766,2.3978952727983707,1
12526,71,1316.6600000000005,1,4.276666119016055,7.183612715167257,0.6931471805599453,1
12527,18,348.71000000000004,82,2.9444389791664403,5.857104239599851,4.418840607796598,0
12528,92,1933.4800000000007,10,4.532599493153256,7.567593835498342,2.3978952727983707,1
12530,66,1662.2799999999993,60,4.204692619390966,7.416546835435133,4.110873864173311,2
12531,17,125.22,15,2.8903717578961645,4.838026416156094,2.772588722239781,3
12532,16,349.83,31,2.833213344056216,5.860301775655642,3.4657359027997265,3
12534,63,1089.18,131,4.1588830833596715,6.9940980992041535,4.882801922586371,2
12535,34,716.3500000000001,92,3.5553480614894135,6.575563866544399,4.532599493153256,2
12536,261,12601.830000000005,44,5.568344503761097,9.441676670894656,3.8066624897703196,1
12538,21,363.95,30,3.091042453358316,5.899760357897641,3.4339872044851463,3
12539,273,5568.349999999995,23,5.6131281063880705,8.625033629522884,3.1780538303479458,1
12540,478,13400.23999999999,20,6.171700597410915,9.503102518971122,3.044522437723423,1
12541,52,981.1800000000002,30,3.970291913552122,6.889774590946188,3.4339872044851463,2
12544,19,372.7,37,2.995732273553991,5.923453336491439,3.6375861597263857,3
12545,50,1000.3899999999999,76,3.9318256327243257,6.9091443138264115,4.343805421853684,2
12546,69,1161.5,47,4.248495242049359,7.058328137461511,3.871201010907891,2
12547,8,207.8,198,2.1972245773362196,5.341376856008484,5.293304824724492,0
12548,5,95.19999999999999,167,1.791759469228055,4.566429357671661,5.123963979403259,0
12550,57,964.8299999999994,80,4.060443010546419,6.872987835288762,4.394449154672439,2
12551,10,168.0,358,2.3978952727983707,5.1298987149230735,5.883322388488279,0
12552,20,437.81999999999994,39,3.044522437723423,6.084089306213803,3.6888794541139363,3
12553,191,3692.280000000001,9,5.2574953720277815,8.21427023109569,2.302585092994046,1
12556,119,599.5599999999997,51,4.787491742782046,6.397862553264747,3.9512437185814275,2
12557,33,11990.96,17,3.5263605246161616,9.391991704219832,2.8903717578961645,1
12558,11,269.96000000000004,8,2.4849066497880004,5.601971208509516,2.1972245773362196,3
12559,21,561.7099999999999,311,3.091042453358316,6.33276439774036,5.7430031878094825,0
12560,105,2134.01,6,4.663439094112067,7.666226609492505,1.9459101490553132,1
12561,16,238.85,303,2.833213344056216,5.480013727948073,5.717027701406222,0
12562,168,3781.7400000000025,9,5.1298987149230735,8.23820389374878,2.302585092994046,1
12564,21,456.9000000000001,262,3.091042453358316,6.12665081966305,5.572154032177765,0
12565,9,145.92,289,2.302585092994046,4.989888220951467,5.66988092298052,0
12566,19,351.65000000000003,87,2.995732273553991,5.865476063654189,4.477336814478207,0
12567,446,9401.279999999993,23,6.102558594613569,9.148707492038314,3.1780538303479458,1
12569,188,4124.69,3,5.241747015059643,8.324988557507531,1.3862943611198906,1
12571,34,519.6099999999999,40,3.5553480614894135,6.255001200981437,3.713572066704308,3
12572,60,1020.4200000000003,9,4.110873864173311,6.928949094989139,2.302585092994046,3
12573,28,160.54,228,3.367295829986474,5.08475279001415,5.43372200355424,0
12574,11,218.45000000000002,316,2.4849066497880004,5.391124416134243,5.75890177387728,0
12576,88,1315.8299999999997,36,4.48863636973214,7.182982612166326,3.6109179126442243,2
12577,146,626.6000000000003,36,4.990432586778736,6.441903020858878,3.6109179126442243,2
12578,114,2794.5099999999993,22,4.74493212836325,7.935769837637909,3.1354942159291497,1
12579,29,440.41999999999996,79,3.4011973816621555,6.089996803172228,4.382026634673881,2
12580,24,415.7,247,3.2188758248682006,6.032366538428407,5.5134287461649825,0
12581,15,197.70999999999998,40,2.772588722239781,5.291846475417725,3.713572066704308,3
12582,22,511.3599999999999,239,3.1354942159291497,6.239027502962935,5.480638923341991,0
12583,247,7281.379999999993,3,5.5134287461649825,8.893213010839949,1.3862943611198906,1
12584,96,2338.1499999999996,4,4.574710978503383,7.7575428944980125,1.6094379124341003,1
12585,87,2040.099999999999,235,4.477336814478207,7.621244157199996,5.4638318050256105,2
12586,11,196.94,18,2.4849066497880004,5.287963954468545,2.9444389791664403,3
12587,4,144.0,8,1.6094379124341003,4.976733742420574,2.1972245773362196,3
12588,10,214.9,40,2.3978952727983707,5.3748153375207615,3.713572066704308,0
12589,35,646.6800000000001,29,3.58351893845611,6.473396747218992,3.4011973816621555,3
12590,68,9864.260000000004,212,4.23410650459726,9.196774773912754,5.3612921657094255,2
12591,26,452.84999999999985,318,3.295836866004329,6.117766746972636,5.765191102784844,0
12592,18,437.59999999999997,93,2.9444389791664403,6.083587835983788,4.543294782270004,0
12593,21,418.09999999999997,109,3.091042453358316,6.038109554931026,4.700480365792417,0
12594,118,3338.2199999999984,38,4.77912349311153,8.113492525763553,3.6635616461296463,2
12596,27,618.27,52,3.332204510175204,6.428541364981557,3.970291913552122,3
12597,206,3811.2200000000016,20,5.332718793265369,8.245966975595675,3.044522437723423,1
12598,132,3023.079999999999,10,4.890349128221754,8.01436219197595,2.3978952727983707,1
12599,62,1032.5800000000006,30,4.143134726391533,6.9407837829959265,3.4339872044851463,2
12600,64,2599.0400000000004,29,4.174387269895637,7.863282108506616,3.4011973816621555,2
12601,28,577.0600000000001,190,3.367295829986474,6.359677669513258,5.25227342804663,0
12602,12,153.12000000000003,59,2.5649493574615367,5.037731519757957,4.0943445622221,0
12603,3,739.1999999999999,22,1.3862943611198906,6.606920419952056,3.1354942159291497,3
12604,16,254.17999999999995,80,2.833213344056216,5.541969178493597,4.394449154672439,0
12607,101,1579.51,61,4.624972813284271,7.3655028587473295,4.127134385045092,2
12609,60,1126.8500000000001,79,4.110873864173311,7.0280684444921455,4.382026634673881,2
12610,106,2099.540000000001,23,4.672828834461906,7.6499497335130995,3.1780538303479458,1
12611,65,1193.32,53,4.189654742026425,7.085332264745334,3.9889840465642745,2
12612,19,704.0400000000001,75,2.995732273553991,6.558254538791405,4.330733340286331,2
12613,153,3344.3799999999983,58,5.0369526024136295,8.115335568501695,4.07753744390572,2
12614,20,315.59999999999997,278,3.044522437723423,5.757639147446912,5.631211781821365,0
12615,105,2291.1900000000005,3,4.663439094112067,7.7372629714320205,1.3862943611198906,1
12616,32,713.3,96,3.4965075614664802,6.571303042160927,4.574710978503383,2
12617,41,352.9800000000002,30,3.7376696182833684,5.869240414362608,3.4339872044851463,3
12618,11,177.31,22,2.4849066497880004,5.183523608545955,3.1354942159291497,3
12619,90,3641.2400000000002,17,4.51085950651685,8.200354155974704,2.8903717578961645,1
12620,92,1339.4099999999999,15,4.532599493153256,7.20073081629489,2.772588722239781,1
12621,467,13689.67,2,6.148468295917647,9.524469857917655,1.0986122886681098,1
12622,11,180.09999999999997,233,2.4849066497880004,5.199049364889367,5.455321115357702,0
12623,18,305.1,277,2.9444389791664403,5.723911845951367,5.627621113690637,0
12624,38,641.1300000000001,107,3.6635616461296463,6.464790775403019,4.68213122712422,2
12625,86,2683.8199999999997,212,4.465908118654584,7.895368965589598,5.3612921657094255,2
12626,294,6620.479999999998,24,5.68697535633982,8.798074188898816,3.2188758248682006,1
12627,230,4478.53,11,5.442417710521793,8.407273409191232,2.4849066497880004,1
12628,41,786.4599999999998,5,3.7376696182833684,6.668812575758953,1.791759469228055,3
12630,64,1270.8799999999999,10,4.174387269895637,7.1482513998271635,2.3978952727983707,3
12631,31,640.5000000000002,58,3.4657359027997265,6.463809184055691,4.07753744390572,2
12633,101,2163.9799999999996,59,4.624972813284271,7.680166402518632,4.0943445622221,2
12635,101,1689.18,90,4.624972813284271,7.432590311121191,4.51085950651685,2
12637,382,6002.9000000000015,68,5.948034989180646,8.70016453705169,4.23410650459726,1
12638,39,671.69,34,3.6888794541139363,6.511284599453549,3.5553480614894135,3
12639,22,486.1,239,3.1354942159291497,6.188469440812497,5.480638923341991,0
12640,53,1174.58,24,3.9889840465642745,7.06951692181073,3.2188758248682006,2
12641,10,185.9,116,2.3978952727983707,5.230573714461517,4.762173934797756,0
12642,47,1013.26,26,3.871201010907891,6.9219145615400475,3.295836866004329,2
12643,24,3344.6400000000003,129,3.2188758248682006,8.11541328460481,4.867534450455582,2
12644,31,477.9100000000001,130,3.4657359027997265,6.171512688316606,4.875197323201151,0
12645,73,1775.1800000000005,34,4.30406509320417,7.482220269767766,3.5553480614894135,2
12646,45,1346.9700000000003,5,3.828641396489095,7.206355036031724,1.791759469228055,3
12647,122,3722.820000000001,23,4.812184355372417,8.222505302105255,3.1780538303479458,1
12648,21,318.05,155,3.091042453358316,5.765347830314356,5.049856007249537,0
12649,31,623.5099999999999,108,3.4657359027997265,6.4369673422476765,4.6913478822291435,2
12650,20,314.44,4,3.044522437723423,5.753968489569372,1.6094379124341003,3
12651,9,114.00000000000003,335,2.302585092994046,4.74493212836325,5.817111159963204,0
12652,48,919.9799999999998,332,3.8918202981106265,6.825438320492919,5.808142489980444,2
12653,43,2209.8500000000004,149,3.784189633918261,7.701132335950877,5.0106352940962555,2
12654,38,601.98,11,3.6635616461296463,6.401884028681278,2.4849066497880004,3
12656,126,4051.170000000002,18,4.844187086458591,8.307007819078832,2.9444389791664403,1
12657,47,1643.18,12,3.871201010907891,7.4049970586737315,2.5649493574615367,3
12658,36,686.0500000000001,19,3.6109179126442243,6.532407069777784,2.995732273553991,3
12659,5,91.68,30,1.791759469228055,4.529152699564175,3.4339872044851463,0
12660,13,245.10000000000002,12,2.6390573296152584,5.50573795739701,2.5649493574615367,3
12662,230,3849.7799999999984,1,5.442417710521793,8.256031004164345,0.6931471805599453,1
12664,37,4881.879999999999,9,3.6375861597263857,8.49349048870337,2.302585092994046,1
12665,3,63.0,325,1.3862943611198906,4.1588830833596715,5.786897381366708,0
12667,33,620.13,59,3.5263605246161616,6.431540399799522,4.0943445622221,2
12668,161,3807.150000000002,12,5.087596335232384,8.244898785891763,2.5649493574615367,1
12669,101,2744.0300000000007,151,4.624972813284271,7.917547282845659,5.0238805208462765,2
12670,92,2996.0500000000006,11,4.532599493153256,8.005383750527514,2.4849066497880004,1
12672,10,225.9,330,2.3978952727983707,5.424509391785796,5.802118375377063,0
12673,42,610.52,6,3.7612001156935624,6.415947661051908,1.9459101490553132,3
12674,83,1970.6000000000006,39,4.430816798843313,7.586600674831223,3.6888794541139363,2
12676,45,1331.3900000000006,25,3.828641396489095,7.194729601037682,3.258096538021482,2
12678,165,17628.460000000003,43,5.111987788356544,9.777326645314199,3.784189633918261,1
12679,48,1113.0200000000002,59,3.8918202981106265,7.015730373647435,4.0943445622221,2
12680,52,862.81,1,3.970291913552122,6.761352837213469,0.6931471805599453,3
12681,638,13787.54,15,6.459904454377535,9.531593091360708,2.772588722239781,1
12682,524,12279.819999999998,4,6.263398262591624,9.415793974716065,1.6094379124341003,1
12683,344,8476.569999999998,5,5.84354441703136,9.045179131116987,1.791759469228055,1
12684,105,2283.6299999999997,8,4.663439094112067,7.733959364615188,2.1972245773362196,1
12685,157,2863.0800000000004,29,5.062595033026967,7.960002460651312,3.4011973816621555,1
12686,7,89.14,372,2.0794415416798357,4.501364017262502,5.921578419643816,0
12688,171,4873.810000000005,114,5.147494476813453,8.491836408313453,4.74493212836325,2
12689,72,1247.61,26,4.290459441148391,7.1297862115656185,3.295836866004329,2
12690,16,389.00999999999993,206,2.833213344056216,5.966172379820607,5.332718793265369,0
12691,32,1035.8,29,3.4965075614664802,6.94389432559801,3.4011973816621555,3
12693,39,855.9099999999997,128,3.6888794541139363,6.753332895580138,4.859812404361672,2
12694,37,869.6699999999998,71,3.6375861597263857,6.769263030204804,4.276666119016055,2
12695,27,582.1,8,3.332204510175204,6.368358698228111,2.1972245773362196,3
12697,41,957.5899999999999,29,3.7376696182833684,6.865463454791294,3.4011973816621555,3
12700,268,4939.990000000006,8,5.594711379601839,8.505320994961897,2.1972245773362196,1
12701,53,797.7099999999999,80,3.9889840465642745,6.6829979261905255,4.394449154672439,2
12702,12,219.0,20,2.5649493574615367,5.393627546352362,3.044522437723423,3
12703,21,283.54999999999995,72,3.091042453358316,5.650908985049132,4.290459441148391,0
12704,88,2340.84,8,4.48863636973214,7.758692224146705,2.1972245773362196,1
12705,334,6868.290000000003,16,5.814130531825066,8.83481603198626,2.833213344056216,1
12707,33,603.42,292,3.5263605246161616,6.404269320519532,5.680172609017068,0
12708,157,2712.9100000000008,30,5.062595033026967,7.906145678459555,3.4339872044851463,1
12709,207,9706.519999999991,16,5.337538079701318,9.180656121866383,2.833213344056216,1
12710,77,1149.0200000000007,97,4.356708826689592,7.047534612510417,4.584967478670572,2
12712,133,4396.129999999999,29,4.897839799950911,8.388707334356674,3.4011973816621555,1
12713,38,848.5499999999998,1,3.6635616461296463,6.744706797531768,0.6931471805599453,3
12714,259,4708.859999999994,10,5.560681631015528,8.457413462577188,2.3978952727983707,1
12715,20,343.35999999999996,107,3.044522437723423,5.841687621789753,4.68213122712422,0
12716,69,1053.4899999999996,4,4.248495242049359,6.960812516706485,1.6094379124341003,1
12717,55,1030.98,152,4.02535169073515,6.939234566008755,5.030437921392435,2
12718,19,238.25000000000003,72,2.995732273553991,5.477509030333064,4.290459441148391,0
12719,39,644.9499999999999,6,3.6888794541139363,6.47072210140631,1.9459101490553132,3
12720,354,5781.730000000001,3,5.872117789475416,8.662631168498327,1.3862943611198906,1
12721,161,2656.130000000001,32,5.087596335232384,7.885001871924596,3.4965075614664802,1
12722,53,997.6299999999999,86,3.9889840465642745,6.906384339674138,4.465908118654584,2
12723,69,725.0699999999998,4,4.248495242049359,6.587646428909591,1.6094379124341003,3
12724,53,1031.4099999999999,6,3.9889840465642745,6.9396511539657,1.9459101490553132,3
12725,24,427.79999999999995,372,3.2188758248682006,6.060990609756592,5.921578419643816,0
12726,124,2609.1000000000004,29,4.8283137373023015,7.867143813759015,3.4011973816621555,1
12727,139,3980.7000000000003,11,4.941642422609304,8.2894641427604,2.4849066497880004,1
12728,46,836.3299999999999,72,3.8501476017100584,6.730218258020336,4.290459441148391,2
12729,26,453.0100000000001,114,3.295836866004329,6.118119224230488,4.74493212836325,0
12731,274,18895.910000000003,24,5.616771097666572,9.846753695617958,3.2188758248682006,1
12732,12,236.2600000000001,180,2.5649493574615367,5.469156586232958,5.198497031265826,0
12733,22,383.95,235,3.1354942159291497,5.953113455724059,5.4638318050256105,0
12734,4,110.39999999999999,353,1.6094379124341003,4.713127327493184,5.869296913133774,0
12735,43,779.5699999999998,316,3.784189633918261,6.660024422032584,5.75890177387728,2
12736,4,234.00000000000003,333,1.6094379124341003,5.459585514144159,5.811140992976701,0
12738,11,155.35,373,2.4849066497880004,5.05209708390385,5.924255797414532,0
12739,38,1013.0400000000001,79,3.6635616461296463,6.921697631104843,4.382026634673881,2
12740,27,427.5999999999999,64,3.332204510175204,6.060524083039477,4.174387269895637,3
12743,131,540.1299999999998,135,4.882801922586371,6.293659545728696,4.912654885736052,2
12744,222,21279.289999999994,52,5.407171771460119,9.965536571182271,3.970291913552122,1
12747,103,4196.010000000001,3,4.6443908991413725,8.342127645985029,1.3862943611198906,1
12748,4413,33053.190000000366,1,8.392536586816682,10.405903614853925,0.6931471805599453,1
12749,199,4090.880000000001,4,5.298317366548036,8.31675980112832,1.6094379124341003,1
12750,15,275.88,129,2.772588722239781,5.623584199327089,4.867534450455582,0
12752,53,4366.779999999999,82,3.9889840465642745,8.38201014985595,4.418840607796598,2
12753,197,21429.39,23,5.288267030694535,9.972565287088774,3.1780538303479458,1
12754,63,3010.74,236,4.1588830833596715,8.010273263812737,5.4680601411351315,2
12755,4,3811.9499999999994,281,1.6094379124341003,8.246158446737232,5.641907070938114,0
12756,4,112.08000000000001,87,1.6094379124341003,4.72809553282539,4.477336814478207,0
12757,364,7834.65,16,5.8998973535824915,8.966439112421154,2.833213344056216,1
12758,97,2791.590000000001,117,4.584967478670572,7.934724759609325,4.770684624465665,2
12759,95,1531.4400000000007,53,4.564348191467836,7.334616515331031,3.9889840465642745,2
