,title,title_label,desc,desc_label
33,중국 사업에 화웨이 배제한 인도에 유감,0,인도 통신부는 최근 자국 통신회사의 시범사업을 승인했는데 통신장비 제조사 명단에 삼성전자 에릭슨 노키아 등은 포함됐지만 중국 업체는 빠졌습니다 더힌두 등 인도 언론은 이번 조치로 화웨이나 등 같은 중국 ,0
34, 삼성 합병 의혹 이재용 차 공판프로젝트 지배구조개선 아이디어,0,검찰이 이재용 삼성전자 부회장 승계 계획안으로 보는 프로젝트 보고서가 삼성 지배구조 개편 아이디어를 모아 놓은 차원이라는 증언이 나왔다 서울중앙지법 형사합의 부는 일 자본시장법과 금융투자업에 관한 ,0
35, 이건희 미술관 세종시에 짓자 결정만 나면 바로 착공 가능 ,0,세종시 박물관단지 위치도지도행복청 부산시는 부산 북항에 이건희 미술관을 짓자고 제안했고 경기 수원시는 삼성전자 및 이건희 회장 묘소가 있는 점을 강조하고 있다 경남 창원시는 고 이병철 삼성 회장이 첫 사업을 ,0
36, 전자 랜드 온오프라인 동시 가정의 달 경품 이벤트,0,행사 기간 전자 랜드는 공식 온라인 쇼핑몰 프로모션 페이지 내의 우리집 행운 찾기 이벤트에 참여한 고객 중 추첨을 통해 전자 의류관리기 명다이슨 청소기 명 삼성전자 큐브냉장고 명갤럭시 탭 명 ,0
37,오후시황 오후에도 코스피는 상승 폭 유지,0,반면 삼성전자 와 하이닉스 카카오 현대차 삼성 셀트리온 등이 내리고 있다 같은 시간 코스닥은 전일보다 포인트 하락한 포인트를 ,0
38, 기술 밀리면 끝 삼성전자 이어 차세대 반도체 패키지 기술 개발,0, 삼성전자 가 대만의 에 이어 차세대 반도체 패키지 기술 개발에 성공했다 컴퓨터 중앙처리장치 와 같은 로직 칩에 고대역폭 메모리 개를 하나로 묶어 성능을 높인 기술로 전송 속도는 높이면서도 ,0
39,이건희 미술관 수원시가 품을까,1,이투데이박은평 기자 사진제공 삼성전자 고 이건희 삼성전자 회장이 기증한 문화재미술품을 전시할 이건희 미술관 유치 경쟁이 뜨거운 가운데 경기 수원시에 관심이 모아지고 있다 수원시는 이건희 미술관 ,0
40, 삼성전자 차세대 반도체 패키지 기술 개발,0, 삼성전자 가 로직 칩과 개의 칩을 하나의 패키지로 구현한 독자 구조의 패키지 기술 를 개발했다고 밝혔다 고대역폭 데이터 전송과 고성능 시스템 반도체를 요구하는 ,0
41,의령군민사회단체총연합 이재용 삼성 부회장 특별 사면해야,0,코로나 에 따른 불안한 경제 상황 속에서 발빠른 투자와 함께 경기회복을 위해서는 이재용 삼성전자 부회장을 특별 사면해야 한다는 목소리가 이어지고 있다 의령군의 정곡면은 오늘날의 대한민국을 있게 한 삼성 창업주 ,0
42, 화웨이 인도 사업 진출 빨간불시범사업 참여 배제,0,통신부는 성명에서 시범사업에는 바라티 에어텔릴라이언스지오 등 자국 통신업체가 참여하며 삼성전자 에릭슨노키아 등 통신장비 제조업체와 협력할 것이라고 밝혔다 이번 시범사업은 약 개월간 진행될 ,0
43,김부겸 총리 후보 이재용 부회장 사면 논란 대통령께 전달하겠다 ,0,김부겸 총리 후보자는 일 국회 인사청문회에서 이재용 삼성전자 부회장 사면론과 관련 의견을 정리해 문재인 대통령에게 전달하겠다고 밝혔다 사진연합뉴스 이재용 삼성전자 부회장의 사면을 둘러싼 찬반 논란에 ,0
44, 삼성전자 반도체 패키지 기술 개발,0,사진 삼성전자 삼성전자 가 로직 칩과 개의 칩을 하나의 패키지로 구현한 독자 구조의 패키지 기술 를 개발했다고 일 밝혔다 는 고대역폭 데이터 ,0
45,로직 개 원칩화 삼성 단일 패키지 기술 개발,0, 삼성전자 가 로직과 개의 을 하나의 패키지로 구현한 독자 구조의 패키지 기술 을 개발했다고 일 밝혔다 는 고대역폭 데이터 전송과 고성능 시스템반도체를 요구하는 ,0
46,개인기관 매수에코스피 강보합세,0,이어 하이닉스 삼성 카카오 삼성전자 현대차 순이었다 삼성 바이오로직스 화학 은 올랐다 같은 시간 기준 코스닥은 전 거래일 ,0
47,김부겸 이재용 사면론 경제계 인식 정리해 대통령에게 전달할 것 ,0,김부겸 국무총리 후보자가 국회 인사청문회 자리에서 이명박박근혜 전 대통령 및 이재용 삼성전자 부회장 사면과 관련해 입장을 내놨다 김부겸 후보자는 일 오전 국회에서 열린 인사청문회에서 김윤덕 의원 ,0
48,김부겸 이재용 사면 경제계 인식 정리해 대통령께 전달 ,0,김부겸 국무총리 후보자 사진 출처 연합뉴스 김부겸 국무총리 후보자가 일 이재용 삼성전자 부회장 사면론과 관련해 재계가 갖고 있는 상황 인식 문제를 잘 정리해 대통령께 전달하겠다 고 밝혔다 김 후보자는 이날 ,0
49,김부겸 이재용 사면론에 경제계 인식 문 대통령에 전달할 것 입장,0,김부겸 국무총리 후보자가 재계에서 제기된 이재용 삼성전자 부회장 사면론에 대해 경제계의 상황 인식을 정리해 문재인 대통령에 전달하겠다는 입장을 보였다 김부겸 국무총리 후보자는 월 일 국회에서 열린 ,0
50,프로젝트 아이디어 정리한 것 이재용 재판에서 증언,0, 삼성 그룹 불법합병 및 회계부정 혐의로 기소된 이재용 삼성전자 부회장 재판에서 전직 삼성 증권 팀장이 프로젝트 는 삼성 그룹 지배구조를 어떻게 개선할 수 있을지 전체적인 아이디어를 모아 정리한 것이라고 ,0
51,프로젝트 문건 작성자 삼성 그룹 지배구조 강화 검토한 것 ,0,이재용 삼성전자 부회장의 경영권 승계 계획안을 담은 것으로 알려진 프로젝트 문건 작성자가 그룹 지배구조 강화 차원의 큰 틀에서 가능한 시나리오를 검토한 것 이라고 법정 증언했다 서울중앙지법 형사합의 ,0
52,뚝딱 인테리어 쇼핑플랫폼 신규가입 쿠폰 이벤트 진행,0,뚝딱 관계자는 이번 최단기간 만개 상품 등록 기념으로 이번 이벤트를 준비했다 며 이번 행사에서는 삼성전자 갤럭시 핏 쿠쿠 전기압력밥솥 동서가구 리클라이너 더함 프리미엄 등 다양한 상품을 ,0
53, 삼성전자 하이닉스 램 담합 혐의로 집단소송,0,국내 반도체 대표기업인 삼성전자 와 하이닉스가 미국에서 가격 담합 혐의로 소송을 당했다 일 관련업계에 따르면 미국 현지 로펌인 하겐스 버만은 지난 일현지시간 삼성전자 하이닉스 미국 마이크론을 ,0
54, 삼성전자 차세대 반도체 패키지 기술 개발 독자적 구조 적용,0, 삼성전자 가 로직 칩과 개의 칩을 하나의 패키지로 구현한 독자 구조의 패키지 기술 를 개발했다 는 고대역폭 데이터 전송과 고성능 시스템 반도체를 ,0
55, 삼성 디스플레이 노트북 다크 모드로 소비 전력 절감,0, 삼성전자 는 지난 일 윈도우 설정에서 다크 모드를 기본 적용한 노트북 신제품 갤럭시 북 프로과 갤럭시 북 프로 을 공개한 바 있다 백지호 중소형 전략마케팅실장부사장은 스마트폰 노트북 등 모바일 ,0
56,갈 테마 가라 아프리카돼지열병 초비상 수혜주 전략은,0, 공매도 비중 최저 반도체 호황에 실리콘 웨이퍼 출하량 역대 최대 삼성전자 타이거일렉 제너셈 하나마이크론 등 상승세 메모리 실적에 집중할 때 삼성전자 분기 실적 악화 오스틴 공장 ,0
57,비메모리 경쟁력 키울 수 있을까 삼성전자 인텔 에 역전 허용,1, 삼성전자 의올해 분기반도체 실적이글로벌 경쟁사들에 뒤처진 것으로 확인된 가운데 삼성전자 의 초격차 전략이 수포로 돌아가는게 아니냐는 우려가 커지고 있다 전문가들은 파운드리 등 비메모리 경쟁력을 ,0
58, 삼성전자 차세대 반도체 패키지 기술 개발 성공,0,삼성전자가 차세대 반도체 패키지 기술 를 개발했다 사진 삼성전자 삼성전자 가 차세대 반도체 패키지 기술 개발에 성공해 코로나 장기화로 더욱 수요가 증가할 것으로 예상되는 클라우드 ,0
59, 삼성전자 차세대 반도체 패키지 기술 개발,0, 삼성전자 는 로직 칩과 개의 칩을 하나의 패키지로 구현한 독자 구조의 패키지 기술 를 개발했다고 일 밝혔다 는 실리콘 인터포저 위에 등의 로직과 을 ,0
60, 삼성전자 차세대 반도체 패키지 기술 개발,0, 삼성전자 제공 뉴스락 삼성전자 가 로직 칩과 개의 칩을 하나의 패키지로 구현한 독자 구조의 패키지 기술 를 개발했다고 일 밝혔다 는 고대역폭 데이터 ,0
61, 삼성전자 차세대 패키지 기술 아이큐브 개발,0, 삼성전자 가 새로운 패키지 기술 아이큐브 를 선보였다 신기술은 로직 반도체와 메모리 반도체간 정보 교환 거리를 좁혀 실장 면적을 줄이면서 속도와 전력효율은 최적화하는 것이 특징이다 일 ,0
62, 전자 랜드 일까지 가정의 달 경품 이벤트 진행,0,행사 기간 전자 랜드 공식 온라인 쇼핑몰 프로모션 페이지 내의 우리집 행운 찾기 이벤트에 참여한 고객 중 추첨해 전자 의류관리기 명 다이슨 청소기 명 삼성전자 큐브 냉장고 명 갤럭시 탭 명 필립스 ,0
63, 삼성전자 반도체 전력공급과 열방출 효율 높인 새 패키지기술 개발,0, 삼성전자 가 반도체에 전력을 안정적으로 공급할 수 있도록 하고 열을 효율적으로 방출할 수 있도록 하는 패키지기술을 개발했다 삼성전자 는 반도체 패키지기술 큐브 를 개발했다고 일 밝혔다 삼성전자 의 ,0
64, 더 작게 더 많게 패키징 사활 거는 반도체 업체들,0,이투데이노우리 기자 삼성전자 아이큐브 기술 상용화인텔 증설 돌입 삼성전자 차세대 반도체 패키지 기술 사진제공 삼성전자 초미세공정 패권경쟁에 이어 반도체 첨단 패키징후공정 기술 ,0
65,기관연기금의 귀환기간 조정 거친 반도체자동차 주목 포트라이트,0,지난 일 기준 기관은 삼성전자 에 억원을 순매수하며 가장 많은 금액을 쏟아부었다 삼성전자 는 지난 월 이후 개월 넘게 만원 초반에서 횡보 중이다 지난달 분기 호실적 발표에도 주가 상승 동력을 얻지 못했다 ,0
66, 삼성전자 차세대 반도체 패키지 기술 개발,0, 삼성전자 는 로직 칩과 개의 칩을 하나의 패키지로 구현한 독자 구조의 패키지 기술 를 개발했다고 일 밝혔다 는 고대역폭 데이터 전송과 고성능 시스템 반도체가 ,0
67, 텔레콤 폰 클럽 기변 갤럭시아이폰 교체 지원,0, 텔레콤이 전자 스마트폰 중고폰 가격보장 프로그램 가입자 보상 단말을 삼성전자 갤럭시와 애플 아이폰 최신 모델로 확대 적용한다 과 윙 벨벳은 물론이고 과 등 클럽 기변 이용자는 ,0
68,외인기관 팔자 코스닥 약세공매도 코스닥 넘게 하락,0, 하이닉스 삼성 카카오 현대차 네이버 삼성전자 삼성전자 우 등은 하락했다 공매도의 표적이 된 셀트리온은 전일대비 하락한 만 원에 거래되고 ,0
69,이재용 부회장 특별사면 촉구 군민결의대회 일 의령서 개최,0,서부경남발전협의회 의령군지회회장 고태주는 오는 일 오후 시 이병철 회장 생가가 있는 정곡면에서 이재용 삼성전자 부회장의 특별사면을 촉구하는 군민결의대회를 개최한다 이날 행사는 서부경남발전협의회 ,0
70, 삼성 효과 품은 오피스텔 고덕 센트럴 수아주 눈길,1, 삼성전자 평택캠퍼스는 공장은 년부터 가동 중이며 제 공장은 작년 월에 준공했고 공장은 올해 내 준공 예정이다 공장도 설립될 예정이다 삼성전자 는 평택캠퍼스 투자를 포함한 시스템 반도체 사업에 향후 ,0
71,인도 사업에 화웨이 배제 삼성 반사이익,0, 인프라 구축 시범사업에 삼성전자 에릭슨노키아 참여 인도가 세대 이동통신 인프라 구축 사업에서 중국의 통신장비업체 화웨이와 를 배제했다 중국은 유감을 표시하고 공정한 비즈니스 환경을 제공해줄 것을 ,0
72, 프로젝트 지배구조 개선 아이디어 정리 이재용 재판 증언,0,이재용 삼성전자 부회장의 경영권 승계계획안 프로젝트 작성에 참여했던 삼성 증권 전 팀장이 이 전 부회장의 재판에 증인으로 나서 프로젝트 는 지배구조 개선 아이디어를 정리한 보고서 라고 진술했다 ,0
73,불법 비자금과 차명재산 이건희 유산 기부 보도가 지운 것들,0, 삼성전자 는 월 일 고 이건희 회장 유산의 상속세 납부 계획과 의료사업 지원 및 미술품 기증 방안을 발표했습니다 그러자 언론은 조 규모의 상속세에 주목하는 등 많은 보도를 냈습니다 민주언론시민연합은 월 ,0
74,홍남기 반도체 벨트전략 마련 중 시설투자 세액공제 확대 검토 ,0,심상필 삼성전자 부사장 장재호 현대모비스 전무 등이 참석했다 이날 방문한판교 시스템반도체 설계지원센터는 팹리스 종합 지원시설로 사무공간 설계 반도체 시제품 제작지원 등 창업부터 성장까지 주요 ,0
75,이재용 삼성 생명 최대주주 적격성 심사받는다,0,삼바 분식회계합병 관련 재판 진행 중리스크 될까 금융사지배구조법 개정 이전 행위라면 소급 적용 어려워 이재용 삼성전자 부회장이 삼성 생명 대주주인 삼성 물산의 최대주주로서 금융당국의 적격성 심사를 ,0
76, 삼성 반도체 패키지 기술 개발,0, 개가 하나의 반도체처럼 동작 삼성전자 가 로직 칩과 개의 고대역폭 메모리 칩을 하나의 패키지로 구현한 독자 구조의 패키지기술 사진를 개발했다 는 고대역폭 ,0
77,이재용 삼성 물산생명 전자 지배구조 강화,0,이 부회장 삼성 생명 지분율 삼성전자 지분율도 로 상승 고 이건희 삼성전자 회장 상속이후 이재용 삼성전자 부회장의 삼성 생명 지배력이 높아졌다 이를 통해 이 부회장을 정점으로 하고 삼성 물산 ,0
78, 상속세 마련 위해 배당 강화할 것 ,1,이재용 삼성전자 부회장 등 삼성 일가는 지난달 일 세액 신고와 함께 연부연납제도 년간 나눠 세금을 납부를 활용해 전체 세액의 분의 수준인 조원 가량을 납부했다 이들은 유산에 대한 상속세를 내기 위해 법원에 ,0
79,크롬북 전성시대,1,레노버는 증가한 만 천대 로 위를 차지했고 에이서 델 삼성전자 가 뒤를 이었다 삼성전자 는 작년 한 해 무려 나 상정하며 상장률 측면에서 독보적이다 브라이언 린치 카날리스 리서치 애널리스트는 ,0
80,부당합병회계부정 이재용 재판첫 증인신문,0,이재용 삼성전자 부회장 삼성 그룹 경영권 승계를 위해 삼성 물산과 제일모직의 부당합병을 지시승인한 혐의로 재판에 넘겨진 이재용 부회장 재판의 첫 증인 신문이 일 진행된다 서울중앙지법 형사합의 부박정제 ,0
81,김부겸 이재용 사면 에 경제계 의견 전할 것 ,0,김부겸 국무총리 후보자가 이재용 삼성전자 부회장 사면론과 관련해 취임하면 경제계 상황을 잘 정리해 문재인 대통령에게 전달하겠다 고 밝혔습니다 김 후보자는 오늘 일 오전 국회에서 열린 인사청문회에서 김윤덕 ,0
82,코스피 개인 매수에 상승세 지속코스닥은 낙폭 확대,0, 삼성전자 와 하이닉스는 각각 전 거래일 대비 씩 하락했다 화학은 전 거래일 대비 상승했으나 삼성전자 우선주는 하락했다 업종별로는 은행업이 로 가장 큰 폭 상승했고 전기 및 ,0
83, 삼성전자 차세대 패키징 기술 개발속도 높이고 면적 줄이고,0, 삼성전자 가 로직 칩과 개의 고대역 폭 메모리 칩을 하나의 패키지에 담은 독자 구조의 아이큐브 를 개발했다고 일 밝혔다 향후 고성능 컴퓨팅 인공지능 클라우드 서비스 등에 다양하게 ,0
84,박수근미술관 고 이건희 회장 기증작품 가장 먼저 공개,1, 삼성 가가 기증한 아기 업은 소녀 사진박수근미술관 제공 강원도 양구에 있는 박수근미술관이 일 전국 처음으로 고 이건희 삼성전자 회장이 기증한 미술품을 공개했다 박수근미술관은 일부터 ,0
85, 삼성 물산 합병 의혹 이재용 재판 전 삼성 증권 팀장 증인신문,0,이재용 삼성전자 부회장 등이 서울중앙지법에서 삼성 물산 합병 의혹 사건 관련 형사재판을 받고 있다 사진은 이재용 부회장출처더팩트 이재용 삼성전자 부회장이 연루된 삼성 물산 합병 의혹 사건을 다루는 ,0
86, 프로젝트 지배구조 개선 아이디어 모은 것 이재용 재판서 증언,0, 삼성 그룹 불법합병 및 회계부정 의혹으로 기소된 이재용 삼성전자 부회장의 재판에서 프로젝트 는 전체적인 아이디어를 모아 여러 가지를 정리해보는 보고서였다 는 법정 증언이 나왔다 서울중앙지법 형사합의 ,0
87,코스피 개인 사자에 장중 선 기록,1,반면 삼성전자 하이닉스 등은 내렸다 이날 한지영 키움증권 연구원은 휴장 기간에 발생한 미국발 이벤트를 소화하면서 강보합 흐름을 보일 전망 이라며 공매도 수급 불안에 ,0
88, 상성 오너들의 상속구도는 삼성전자 지배력 유지에 최선책 ,0,이재용 삼성전자 부회장 등 삼성 오너들이 최근 이건희 전 삼성전자 부회장의 지분을 상속한 방법이 삼성전자 지배력 유지에 가장 적합한 것으로 분석됐다 김장원 투자증권 연구원은 일 삼성 오너일가가 삼성 생명 ,0
89,김윤덕 의원 이명박박근혜 사면 국민공감대 없이 진행돼선 안돼,0,이어 이재용 삼성전자 부회장의 사면논의에 대해서도 지적했다 과거부터 우리 경제계는 지은 죄에 비해 가벼운 형사 처벌로 끝났고 그 처벌마저도 제대로 ,0
90,에싸 국제 표준 안전보건품질환경 경영시스템 인증 개 부문 획득,0,한편 에싸는 가정의 달 월을 맞이하여 자사몰 더블 할인 이벤트 백화점 삼성전자 특별 패키지 이벤트 직영점 패밀리데이 프로모션 등 다양한 이벤트와 구매 혜택을 제공한다 ,0
91, 삼성전자 하이닉스 미국에서 램 가격담합 집단소송 휘말려,0, 삼성전자 와 하이닉스 등 램 제조사들이 미국에서 가격담함 혐의로 집단소송에 휘말렸다고 해외언론이 보도했다 글로벌 법률 및 소송 전문매체인 로스트리트는 일 미국 로펌 하겐스버만 이 램 ,0
92, 삼성전자 차세대 반도체 패키지 기술 개발,0, 삼성전자 차세대 반도체 패키지 기술 사진 삼성전자 제공 삼성전자 가 로직 칩과 개의 칩을 하나의 패키지로 구현한 독자 구조의 패키지 기술 를 개발했다고 일 ,0
