,Unnamed: 0,name,region,address,phone,위도,경도
57,57,의왕내손점,경기,경기도 의왕시 내손중앙로 4,031-422-8880,37.389082448,126.976882734
58,58,가든파이브점,서울,"서울특별시 송파구 충민로 66, 가든파이브테크노관 지하1층",02-2673-2077,37.477713547,127.125119234
59,59,신풍역점,서울,서울 영등포구 신길로 119 한화꿈에그린상가 112동 114호,02-834-3455,37.502538118,126.910009417
60,60,인천대제3기숙사점,인천,인천광역시 연수구 아카데미로 119,032-858-3211,37.374639147,126.630298006
61,61,부천오정점,인천,경기도 부천시 오정로 210,032-678-6677,37.527161117,126.783336173
62,62,대구연경점,대구,대구광역시 북구 동화천로 237,053-242-1118,35.942607782,128.616960481
63,63,하남미사점,경기,"경기도 하남시 미사강변대로226번길 14, 2층",031-795-2737,37.569699842,127.184708434
64,64,숭실대입구역점,서울,서울시 동작구 상도로 366,02-3280-5885,37.49595918,126.953529039
65,65,창원유니시티점,경남,"경남 창원시 의창구 중동로 46, 상가2동 128",055-251-1122,35.255020469,128.628012917
66,66,양천구청점,서울,서울시 양천구 목동서로 377,02-2644-2426,37.516171063,126.862147918
67,67,남양주지금점,경기,경기도 남양주시 다산지금로 131(다산동) 105호,031-568-3080 ,37.601174125,127.174404936
68,68,대전판암점,대전,"대전광역시 동구 옥천로 177, 101호",042-710-5001,36.317602601,127.459739575
69,69,하남풍산점,경기,"경기도 하남시 덕풍동로 111, 111호",031-793-1947,37.5511809,127.208452478
70,70,동탄호수공원점,경기,경기도 화성시 동탄순환대로 127-17,031-376-8613,37.166960822,127.10727993
71,71,조치원죽림점,세종시,세종특별자치시 조치원읍 세종로 2282 럭스스퀘어 201호,044-905-0092 ,36.591082055,127.292112805
72,72,경기광주양벌점,경기,"경기도 광주시 오포읍 양벌로 299, 1층 108, 109호",031-763-0229,37.372373796,127.24790111
73,73,스타필드고양점,경기,경기도 고양시 덕양구 고양대로 1972-8,031-5173-3438,37.645799592,126.89771325
74,74,광교역점,경기,경기도 수원시 영통구 대학3로 1,031-214-3459,37.299244409,127.042668944
75,75,홍성점,충남,"충남 홍성군 홍성읍 아문길29번길 69, 2층",041-631-9288,36.601215193,126.665087946
76,76,광주첨단2지구점,광주,"광주광역시 북구 첨단연신로 97, 솔로몬빌딩 102호",062-571-1777,35.206634728,126.864052259
77,77,진접해밀초점,경기,경기도 남양주시 진접읍 해밀예당3로 95,031-571-7700,37.718216448,127.196962987
78,78,용인구성점,경기,경기도 용인시 기흥구 구성로 110,031-281-4114,37.293189213,127.120906577
79,79,민락수변점,부산,부산 수영구 광안해변로 311 센텀프리모 상가동 114호,051-755-9245,35.157343964,129.127399945
80,80,오류동역남부점,서울,서울시 구로구 오류로8길 22,02-2066-9370,37.491205172,126.842027078
81,81,송산그린시티점,경기,경기도 화성시 수노을중앙로 126,031-355-3181,37.285261338,126.817506503
82,82,오류동역점,서울,"서울시 구로구 경인로 216, 2층",02-3666-2244,37.496215804,126.84485096
83,83,센텀신세계점,부산,"부산 해운대구 센텀남대로 35,신세계백화점 4층",,35.168803837,129.129418658
84,84,대전탄방점,대전,"대전광역시 서구 계룡로 589 ,1층",042-484-9982,36.342031306,127.389126057
85,85,시흥은계점,경기,경기도 시흥시 은계번영길 11,031-315-0061,37.437404094,126.802160461
86,86,미금역점,경기,"경기도 성남시 분당구 돌마로 75, 2층",031-712-9100,37.350381325,127.110444771
87,87,창원시티세븐점,경남,"경상남도 창원시 의창구 원이대로 332, 1층",055-600-0996,35.238708934,128.654872353
88,88,포이사거리점,서울,서울시 강남구 개포동 논현로 78,02-577-4285,37.477135078,127.045616371
89,89,광장동점,서울,"서울 광진구 아차산로 502 101호, 102호",02-458-0003,37.541366429,127.0972454
90,90,만덕2호점,부산,부산광역시 북구 만덕1로10번길 22,051-336-8886,35.214736053,129.035488586
91,91,잠실야구장점,서울,서울시 송파구 올림픽로 25,02-3432-8662,37.51445248,127.076081428
92,92,경주월드점,경북,"경상북도 경주시 보문로 544, 경주월드버클리클럽 2층",070-7113-6374,35.835773185,129.28374713
93,93,청주남문로점,충북,충청북도 청주시 상당구 성안로 21 2층,043-258-6767,36.634873654,127.489260215
94,94,신설동역점,서울,서울시 동대문구 왕산로 11-1,02-926-9282,37.576455018,127.02483275
95,95,롯데아울렛고양점,경기,경기도 고양시 덕양구 권율대로 420,031-8035-2736,37.629664597,126.863135385
96,96,강남세곡점,서울,"서울특별시 강남구 자곡로 201,1층",02-459-3311,37.475375566,127.104858789
97,97,아산퍼스트빌리지점,충남,"충청남도 아산시 둔포면 해위안길 127, 4층",041 536 0792,36.896814007,127.029082851
98,98,원주기업도시점,강원,"강원 원주시 지정면 신지정로 322 (118,119호)",033-743-9996,37.382515007,127.872355564
99,99,한국해양대학교점,부산,"부산광역시 영도구 태종로 727, 2층",051-410-4131,35.074221503,129.090188073
100,100,순천용당점,전남,전남 순천시 삼산로 61 (용당동) 101호,061-755-8228,34.972260622,127.490307789
101,101,김포대곶점,인천,경기도 김포시 대곶면 율생로 84,031-997-4793,37.650884942,126.582461896
102,102,파주문산터미널점,경기,경기도 파주시 문산읍 문향로67번길 9,031-952-4433,37.85804506,126.784578289
103,103,인천도화점,인천,인천광역시 미추홀구 숙골로 102,032-763-7788,37.471303984,126.662748531
104,104,삼양사거리점,서울,서울 강북구 솔샘로 254,02-984-7337,37.619286113,127.02079039
105,105,선유도역점,서울,서울특별시 영등포구 양평로 119-1,02-2679-8864,37.537507805,126.894147005
106,106,평택고덕점,경기,경기도 평택시 고덕면 여염리 3608-1,031-668-8825,0,0
107,107,한신대점,경기,경기도 오산시 양산동 438-1,031-374-7466,0,0
108,108,구로항동점,서울,"서울시 구로구 서해안로 2098 , 항동프라자",02-3666-0255,37.480061172,126.823207197
109,109,구로구일역점,서울,서울특별시 구로구 구일로110,02-853-1122,37.495076584,126.872019119
110,110,부산괘법점,부산,"부산광역시 사상구 사상로 254, 1층",051-311-4807,35.167472687,128.982343914
111,111,이대점,서울,서울시 서대문구 신촌로 169-1,02-365-1799,37.556945779,126.944759374
112,112,충주호암점,충북,충청북도 충주시 호암토성5길 10-1,043-855-5430,36.953618961,127.929108788
113,113,송파마천점,서울,서울특별시 송파구 마천로 315 아울렛라이프상가,02-402-1144,37.495001731,127.151061457
114,114,일곡점,광주,광주 북구 송해로 81 1층,062-576-5045,35.205626228,126.898881816
115,115,원통점,강원,강원 인제군 북면 원통로 171-2,033-461-1118,38.122545384,128.203113291
116,116,대구신매점,대구,대구광역시 수성구 신매로 100,053-795-7888,35.838283547,128.709267756
117,117,용인남사점,경기,경기도 용인시 처인구 남사면 한숲로 84,031-336-7090,0,0
118,118,세종나성점,세종시,"세종시 나성북로 30, 어반아트리움 파인앤유퍼스트원",041-864-7710,36.489075505,127.260208591
119,119,서현역점,경기,"경기도 성남시 분당구 황새울로360번길 24, 대망코어 2층",031-701-0630,37.385987906,127.125294348
120,120,이천아울렛점,경기,"경기도 이천시 호법면 프리미엄아울렛로 177-74, 백자동3층",031-887-4549,37.242309624,127.400002372
121,121,당산역점,서울,서울특별시 영등포구 양평로 59,02-2679-0700,37.534632265,126.899922978
122,122,김포마산점,인천,"경기도 김포시 김포한강8로 166, 104, 105호",031-988-9281,37.636971752,126.644082806
123,123,울산중산점,울산,"울산광역시 북구 중산로 6, 1층 ",052-285-0222,35.653093077,129.349511023
124,124,부산하단역점,부산,"부산광역시 사하구 하신중앙로 322,명진빌딩 1층",051-293-5558,35.104599463,128.965583075
125,125,수영광안점,부산,"부산광역시 수영구 광일로 10, BY빌딩 2층",051-755-8001,35.16219375,129.113060782
126,126,정선읍점,강원,강원도 정선군 정선읍 봉양리 324-33,033-562-9279,0,0
127,127,제주터미널점,제주,제주 특별 자치도 제주시 서광로 167,064-753-9922,33.500286734,126.514432187
128,128,엄궁롯데점,부산,"부산광역시 사상구 엄궁동 726 ( 도로명 주소 : 부산광역시 사상구 엄궁복로 40, 상가1동 101호)",051-311-8281,0,0
129,129,창원중앙점,경남,"경상남도 창원시 성산구 중앙대로 89, 1층",055-289-8934,35.223103287,128.678573312
130,130,평창올림픽점,강원,강원도 평창군 대관령면 눈마을길 23,033-333-0992,37.670267791,128.709822592
131,131,청주테크노폴리스점,충북,충청북도 청주시 흥덕구 송화로166번길 22,043-276-1009,36.665176857,127.452423478
132,132,남해스포츠파크점,경남,경상남도 남해군 서면 남서대로 1680,055-862-9997,34.810806252,127.835537559
133,133,상암MBC점,서울,서울특별시 마포구 성암로 267,02-304-2626,37.581109044,126.891088135
134,134,강남압구정점,서울,서울특별시 강남구 논현로 175길 18,02-540-5180,37.525974345,127.027106973
135,135,행당역점,서울,"서울시 성동구 고산자로 201, 1층",02-2293-3336,37.558053566,127.033764237
136,136,울산달동점,울산,울산 남구 삼산로 274 더블유센터102호,052-265-4832,35.538944366,129.337133778
137,137,진해장천점,경남,경남 창원시 진해구 충장로 662 (장천동) 105호,055-542-9300,35.130622352,128.703555118
138,138,서충주기업도시점,충북,충북 충주시 중앙탑면 원앙9길 18-1,043-845-2020,37.016707955,127.825815143
139,139,대구신서혁신도시점,대구,대구광역시 동구 이노밸리로 325 103호,053-964-7988,35.878074532,128.732655257
140,140,천안원마트점,충남,충남 천안시 서북구 음봉로 909-7 (백석동),041-567-9294,36.824449015,127.1070361
141,141,부천고강점,경기,경기도 부천시 고리울로8번길 21,032-677-3355,37.526805126,126.817014969
142,142,일산하늘마을점,경기,"경기 고양시 일산동구 중산로 63, 103호",031-975-7711,37.677732442,126.782127804
143,143,상봉역점,서울,서울특별시 중랑구 망우로 297,02-432-8892,37.595475435,127.085751291
144,144,잠실새내역점,서울,"서울특별시 송파구 올림픽로 116-1, 2층",02-424-2554,37.511368957,127.083630672
145,145,광주오치매곡점,전남,광주광역시 북구 서하로 187,062-251-5045,35.187449946,126.901023358
146,146,평택비전점,경기,경기도 평택시 평남로 717,031-651-0089,36.994742386,127.113704437
147,147,군자역점,서울,서울특별시 광진구 능동로 300,02-444-3400,37.556462856,127.079430272
148,148,NC백화점청주점,충북,충청북도 청주시 흥덕구 2순환로 1233 드림플러스,043-716-6057,36.626245141,127.431127072
149,149,대구서재점,대구,대구광역시 달성군 다사읍 서재로 113,053-582-0022,35.873639878,128.497179705
150,150,동여의도점,서울,서울특별시 영등포구 여의대방로 394,02-780-6469,37.519374193,126.932752461
151,151,이천하이닉스점,경기,경기 이천시 부발읍 경충대로2050번길 15-87,031-635-2323,37.251862605,127.491159618
152,152,부평로데오점,인천,인천광역시 부평구 부평대로12번길 8,032-220-9491,37.492471841,126.723704388
153,153,울산박상진로점,울산,울산 북구 송정16길 28(송정동) 1층,052-700-5050,35.601831069,129.362466836
154,154,강남선릉점,서울,서울시 강남구 선릉로93길 32,02-568-7988,37.504712959,127.046038637
155,155,영천창신점,경북,경북 영천시 언하공단로 87(망정동) 1층,054-338-2333,35.985844371,128.954171736
156,156,목포해상케이블카점,전남,전남 목포시 달동 산192-18,,0,0
157,157,오창과학단지점,충북,충청북도 청주시 청원구 오창읍 과학산업5로 118-4,043-215-0011,36.708229416,127.4157203
158,158,용인양지점,경기,경기도 용인시 처인구 양지로 132,031-333-7970,37.234368653,127.283085637
159,159,강남대성학원점,서울,서울시 강남구 강남대로78길 33,02-566-1318,37.495646729,127.032004954
160,160,대구가톨릭대점,경북,경북 경산시 하양읍 하양로 13-13 (기숙사 식당),070-4107-1545,35.914007143,128.809305049
161,161,낙민안락점,부산,부산 동래구 충렬대로446번길 67,051-532-3495,35.19248275,129.105767545
162,162,은평구청점,서울,서울시 은평구 은평로 191-1,02-355-7449,37.601675545,126.92895021
163,163,언양동문점,울산,울산 울주군 삼남면 울산역로 274 301동 211호,052-263-2777,0,0
164,164,부산대저점,부산,부산 강서구 낙동북로166번길 38 1층,051-973-8200,35.213375931,128.947015509
165,165,문정역점,서울,"서울시 송파구 송파대로 167,테라타워B동 128호",02-448-1318,37.485088635,127.121960688
166,166,평택동삭점,경기,경기 평택시 상서재로 80 (경기도 평택시 칠원동 446 센트럴자이5단지 1층),031-655-4205,37.020461607,127.103429701
167,167,양주남면신산점,경기,"경기도 양주시 남면 개나리11길 7, 1층",031-857-5578,37.896379284,126.974222987
168,168,문경점촌점,경북,경상북도 문경시 점촌5길 7,054-555-1400,36.596280113,128.199349229
169,169,화성봉담점,경기,경기도 화성시 봉담읍 동화길 51,031-5183-3939,37.219134381,126.955552042
170,170,양재역점,서울,"서울특별시 강남구 남부순환로 2621, 1층",02-574-0606,37.485265165,127.036620478
171,171,여수웅천점,전남,전라남도 여수시 웅천중앙로 76,061-682-4285,34.748600109,127.675178671
172,172,동작보라매점,서울,서울특별시 동작구 여의대방로82,02-832-4233,37.496620963,126.915784403
173,173,관악난곡점,서울,서울특별시 관악구 난곡로34길 1,02-863-3190,37.472656661,126.919464677
174,174,공룡루지테마파크점,전남,전라남도 여수시 소라면 안심산길 155,,34.747908207,127.641472983
175,175,용인신봉점,경기,경기도 용인시 수지구 신봉3로 6,031-272-8245,37.328067773,127.067615331
176,176,구로시장점,서울,서울 구로구 도림로 67 ,02-866-7745,37.489515166,126.891024306
177,177,의정부행복로점,경기,경기도 의정부시 시민로 121번길 31,031-848-8982,37.738562964,127.048754095
178,178,김해주촌점,경남,경상남도 김해시 주촌면 천곡로 14,055-336-0245,35.233977029,128.838196059
179,179,서산터미널점,충남,충청남도 서산시 안견로 201,041-662-9280,36.780396197,126.459524407
180,180,구미산동점,경북,경상북도 구미시 산동면 신당1로 2길 13,054-471-3133,0,0
181,181,가산디지털단지역점,서울,서울특별시 금천구 벚꽃로 298,02-858-8253,37.481404494,126.883887256
182,182,성북종암점,서울,서울특별시 성북구 종암로 86-1,02-6082-9707,37.598052968,127.035158571
183,183,성남세이브존점,경기,경기 성남시 수정구 산성대로 337,031-732-9924,37.443914791,127.153474178
184,184,낙성대역점,서울,서울시 관악구 남부순환로 1941,02-883-2628,37.476765395,126.965001076
185,185,건대스타시티점,서울,서울시 광진구 능동로 92,02-447-0017,37.538999734,127.071214432
186,186,마포공덕역점,서울,"서울시 마포구 마포대로 137,1층",02-718-3868,37.546793476,126.952614067
187,187,제주연북로점,제주,제주특별자치도 제주시 원노형남2길 35,064-745-9200,33.482685647,126.484945497
188,188,안성한경대점,경기,경기도 안성시 중앙로 324-3,031-674-1212,37.009259601,127.263374429
189,189,중랑역점,서울,"서울시 중랑구 망우로 211, 1층",02-433-2344,37.594261863,127.076184296
190,190,홈플러스동대문점,서울,서울특별시 동대문구 천호대로 133,02-960-7785,37.574576624,127.038769858
191,191,강서방화사거리점,서울,"서울시 강서구 양천로 87, 1층",02-2664-6610,37.573607935,126.813654335
192,192,인덕원역점,경기,경기 안양시 동안구 흥안대로 521,031-422-8280,37.40054285,126.976141216
193,193,연천역점,경기,"경기도 연천군 연천읍 연천역로 7,1층",031-834-1919,38.101600293,127.075931513
194,194,서초교대점,서울,서울특별시 서초중앙로22길 25 ,02-2055-1175,37.493455957,127.015445755
195,195,목동파리공원점,서울,서울시 양천구 목동동로 393,02-2643-1456,37.53617641,126.880053809
196,196,전주에코시티점,전북,전주시덕진구 세병로137 에코시티자이2차 213동 106호,063-254-7899,0,0
197,197,광명철산점,경기,"경기도 광명시 오리로856번길 8,2층",02-2066-5515,37.474881592,126.867733395
198,198,동두천보산역점,경기,경기도 동두천시 평화로 2549,031-858-4727,37.915496193,127.057128141
199,199,안산신길점,경기,경기도 안산시 신길로1길 94,031-494-9295,37.330673861,126.786623009
200,200,강남역점,서울,서울시 강남구 강남대로100길 10,02-567-4802,37.501632589,127.026869359
201,201,천안풍세산단점,충남,충청남도 천안시 동남구 풍세면 보성리 580-59,041-568-8688,0,0
202,202,목감역점,경기,경기도 시흥시 솔고개길 4-3,031-403-2225,37.382620014,126.861529498
203,203,제주관광대점,제주,제주 제주시 애월읍 광령중길 133-2,064-747-5599,33.448576819,126.436345264
204,204,수지동천점,경기,경기도 용인시 수지구 손곡로 100,031-265-8866,37.336400324,127.091662366
205,205,서판교점,경기,경기도 성남시 분당구 운중로 142,031-707-0912,37.391229677,127.078835523
206,206,홍제역점,서울,서울시 서대문구 통일로 465 ,02-379-7696‬,37.589780432,126.942577498
207,207,천안성성점,충남,충남 천안시 성성6로 89,041-523-9928,36.841706619,127.129879724
208,208,상도역점,서울,서울 동작구 상도로 283-2,02-814-8255,37.502233096,126.948760803
209,209,남해창선점,경남,경상남도 남해군 창선면 동부대로 2807-3,055-867-2807,34.903121764,128.023681347
210,210,쌍문역점,서울,서울특별시 도봉구 도봉로 496,02-900-0071,37.649703506,127.035747702
211,211,용인상갈점,경기,경기도 용인시 기흥구 금화로 103,031-284-9284,37.266210672,127.106601617
212,212,제주애월고점,제주,"제주 제주시 애월읍 일주서로 6365, 1층",064-799-3355,33.462755203,126.334219039
213,213,세종도담점,세종시,"세종특별자치시 보듬4로 9, 카림에비뉴 1동",044-867-9278,36.513894641,127.259526714
214,214,충주칠금점,충북,"충북 충주시 계명대로 35, 1충",043-855-2559,36.982626251,127.918344033
215,215,부산동삼동점,부산,부산시 영도구 동삼로 80-1 1층,051-404-3666,35.080425956,129.070631833
216,216,이천롯데마트점,경기,경기도 이천시 구만리로 191,031-638-6600,37.274899157,127.454526909
217,217,대구동서변점,대구,"대구광역시 북구 호국로43길 8-18(서변동), 1층",053-281-1001,35.922036861,128.598665397
218,218,경북성주점,경북,경북 성주군 성주읍 성주로 3216-1,054-933-8827,35.918318929,128.285686996
219,219,울산진장CGV점,울산,울산광역시 북구 진장유통로 51-10,052-980-1010,35.575937678,129.35592255
220,220,울산복산점,울산,울산광역시 중구 복산동 화합로 479,052-285-2020,35.566892641,129.3333094
221,221,전북순창점,전북,전라북도 순창군 순창읍 장류로 362,063-653-6787,35.376218632,127.14180768
222,222,일산마두역점,경기,"경기도 고양시 일산동구 강석로 123,A동 140호",031-901-3212,37.651898566,126.778784348
223,223,부산남구청점,부산,"부산광역시 남구 못골로 40,2층",051-637-1010,35.135647189,129.086671638
224,224,한티역점,서울,"선릉로64길 11-2, 1층",02-6235-4868,37.49804562,127.053275259
225,225,부천옥길점,경기,"경기도 부천시 범안로219번길 19 ,1층",032-344-6257,37.463403513,126.813229611
226,226,남양주다산진건점,경기,"경기도 남양주시 다산순환로 424,2층",031-555-2299,37.619679007,127.157722515
227,227,천안역점,충남,"충청남도 천안시 동남구 대흥로 227, 1층",041-566-9289,36.808334109,127.147559365
228,228,대치동학원가점,서울,"서울시 강남구 삼성로229,1층",02-3437-8383,37.497604714,127.061128207
229,229,제주성산점,제주,제주특별자치도 서귀포시 성산읍 일주동로 4234,064-782-9995,33.450686274,126.911737278
230,230,대전카이스트점,대전,대전광역시 유성구 어은로42번길 5 1층,070-4233-1112,36.362771943,127.358121116
231,231,경주용황점,경북,경상북도 경주시 용황구획4길 41,054-744-3399,35.883063357,129.227912921
232,232,구산역점,서울,서울 은평구 연서로 128(역촌동),02-385-1977,37.610109391,126.91709208
233,233,구로디지털단지역점,서울,"서울 구로구 시흥대로 577(구로동), 1층",02-853-8864,37.484391162,126.902274872
234,234,남양주금곡점,경기,경기도 남양주시 경춘로 996,031-593-9998,37.634361995,127.212183879
235,235,전주만성지구점,전북,전북 전주시 덕진구 만성중앙로 56(만성동) ,063-211-8866,35.84223758,127.077486678
236,236,경북예천점,경북,경상북도 예천군 예천읍 중앙로 78,054-654-0001,36.652173896,128.455526552
237,237,개봉역점,서울,"서울 구로구 남부순환로97길 3(개봉동), 2층",02-2060-9370,37.494011504,126.858273609
238,238,충북단양점,충북,"충북 단양군 단양읍 삼봉로 293-1, 2층",043-421-0915,36.983065892,128.368857787
239,239,경남고성점,경남,"경상남도 고성군 고성읍 송학로 149번길 2,1층 ",055-674-5829,0,0
240,240,경산중산점,경북,"경북 경산시 펜타힐즈2로 37(중산동), 1층",053-815-8700,35.827465624,128.718703473
241,241,영등포역점,서울,"서울특별시 영등포구 영중로 16-1, 1,2층 ",02-2679-9786,37.517903362,126.906196149
242,242,화곡역점,서울,"서울 강서구 화곡로 145(화곡동), 1층",02-2606-9096,37.541199616,126.837909705
243,243,구로신도림점,서울,"서울 구로구 경인로59길 8(신도림동), 태영프라자 207호, 2층",02-2068-8563,37.506395263,126.883427153
244,244,하동진교점,경남,"경남 하동군 진교면 진교시장길 17-15,1층 ",055-882-0809,35.02655109,127.905329498
245,245,부산센텀점,부산,"부산광역시 해운대구 센텀중앙로 90,1층 ",051-783-8259,35.175612635,129.125864857
246,246,경북도청점,경북,경북 예천군 호명면 새움2로 18 ,054-655-0092,36.576009391,128.489865272
247,247,의정부금오지구점,경기,경기 의정부시 청사로47번길 18(금오동) ,031-851-8510,37.752524536,127.068657328
248,248,일산가좌점,경기,"경기도 고양시 일산서구 가좌3로 25,1층 ",031-922-2252,37.687010374,126.719410515
249,249,경남사천점,경남,"경상남도 사천시 사천읍 평화1길 15,1층 ",055-852-2266,35.082039574,128.087808485
250,250,안양석수점,경기,경기도 안양시 만안구 충훈로 83 ,031-471-6070,37.407447772,126.898986197
251,251,대전대점,대전,"대전광역시 동구 대학로 62-29,2층 ",042-273-3000,36.336409124,127.457115505
252,252,다대낫개역점,부산,부산광역시 사하구 다대로 429번길 15 ,051-262-9003,0,0
253,253,중화역점,서울,서울 중랑구 동일로 812(중화동) ,02-433-3309,37.602971517,127.079503647
254,254,강동강일점,서울,서울특별시 강동구 아리수로93길 27 강일타워,02-429-8854,37.565584231,127.17387484
255,255,서울시청점,서울,"서울시 중구 무교로12(무교동21-3),2층",02-3789-8503,37.567046369,126.97937574
