customer_id,name,class,gender,start_date,end_date,campaign_id,is_deleted,class_name,price,campaign_name,mean,median,max,min,routine_flg,calc_date,membership_period
AS625883,XXXX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,4.75,5.0,6,2,1,2019-04-30,47.96666666666667
HD782984,XXXXX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,4.833333333333333,5.0,7,2,1,2019-04-30,47.96666666666667
HI804186,XXXX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,4.833333333333333,5.0,7,2,1,2019-04-30,47.96666666666667
AS732240,XXXXX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,4.666666666666667,5.0,7,2,1,2019-04-30,47.96666666666667
PL834411,XXXXX,C03,F,2015-05-01,,CA1,0,2_야간,6000,2_일반,4.916666666666667,4.5,8,1,1,2019-04-30,47.96666666666667
HD516059,XXX,C03,M,2015-05-01,,CA1,0,2_야간,6000,2_일반,4.166666666666667,4.0,7,1,1,2019-04-30,47.96666666666667
HD194702,XXXX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,4.916666666666667,5.0,8,1,1,2019-04-30,47.96666666666667
IK102369,XXXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.75,5.0,6,3,1,2019-04-30,47.96666666666667
AS183155,XXXXX,C03,F,2015-05-01,,CA1,0,2_야간,6000,2_일반,4.5,4.5,7,2,1,2019-04-30,47.96666666666667
HI339146,XXXXX,C01,F,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.5,4.5,7,2,1,2019-04-30,47.96666666666667
AS476267,XXXXX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,4.916666666666667,5.0,7,3,1,2019-04-30,47.96666666666667
PL928545,XXXXXX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,4.333333333333333,4.0,7,2,1,2019-04-30,47.96666666666667
OA372777,XXXXX,C03,M,2015-05-01,,CA1,0,2_야간,6000,2_일반,3.6666666666666665,4.0,6,1,1,2019-04-30,47.96666666666667
PL765022,XXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.583333333333333,4.5,7,3,1,2019-04-30,47.96666666666667
OA803393,XXXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.75,4.5,8,2,1,2019-04-30,47.96666666666667
OA071756,XXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.166666666666667,4.0,6,2,1,2019-04-30,47.96666666666667
HI598974,XXX,C03,M,2015-05-01,,CA1,0,2_야간,6000,2_일반,5.083333333333333,5.0,7,3,1,2019-04-30,47.96666666666667
GD214739,XXXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,5.416666666666667,5.0,8,3,1,2019-04-30,47.96666666666667
OA557824,XXX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,4.25,4.0,8,1,1,2019-04-30,47.96666666666667
IK098074,XX,C01,F,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.083333333333333,3.5,7,1,1,2019-04-30,47.96666666666667
HD792156,XXXX,C01,F,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.666666666666667,5.0,7,2,1,2019-04-30,47.96666666666667
OA478509,XXXX,C02,M,2015-05-01,,CA1,0,1_주간,7500,2_일반,4.666666666666667,5.0,7,2,1,2019-04-30,47.96666666666667
HI388582,XX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,4.833333333333333,5.0,6,3,1,2019-04-30,47.96666666666667
TS210661,XXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.833333333333333,4.5,8,3,1,2019-04-30,47.96666666666667
TS837282,XXXXXX,C01,F,2015-05-01,,CA1,0,0_종일,10500,2_일반,5.583333333333333,5.5,8,3,1,2019-04-30,47.96666666666667
OA758157,XXXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.0,4.0,6,2,1,2019-04-30,47.96666666666667
OA790739,XXXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.833333333333333,5.0,7,3,1,2019-04-30,47.96666666666667
AS734592,XX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,5.333333333333333,6.0,8,2,1,2019-04-30,47.96666666666667
GD022268,XXX,C02,M,2015-05-01,,CA1,0,1_주간,7500,2_일반,4.166666666666667,5.0,7,1,1,2019-04-30,47.96666666666667
IK059803,XXXXX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,4.25,4.0,6,3,1,2019-04-30,47.96666666666667
TS487207,XX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.0,4.0,6,2,1,2019-04-30,47.96666666666667
OA994859,XXXXX,C01,F,2015-05-01,,CA1,0,0_종일,10500,2_일반,5.5,5.0,9,3,1,2019-04-30,47.96666666666667
PL221419,XXXX,C02,M,2015-05-01,,CA1,0,1_주간,7500,2_일반,5.5,5.5,9,3,1,2019-04-30,47.96666666666667
HI570349,XXXXX,C01,F,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.916666666666667,5.0,7,2,1,2019-04-30,47.96666666666667
TS945284,XXX,C03,M,2015-05-01,,CA1,0,2_야간,6000,2_일반,4.583333333333333,4.5,7,3,1,2019-04-30,47.96666666666667
PL152568,XXXXX,C03,F,2015-05-01,,CA1,0,2_야간,6000,2_일반,4.666666666666667,5.0,8,2,1,2019-04-30,47.96666666666667
GD967749,XXXX,C01,F,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.666666666666667,4.5,8,3,1,2019-04-30,47.96666666666667
HI635742,XXXXXX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,4.416666666666667,4.5,6,2,1,2019-04-30,47.96666666666667
AS970810,XXXXX,C03,F,2015-05-01,,CA1,0,2_야간,6000,2_일반,4.333333333333333,4.0,6,2,1,2019-04-30,47.96666666666667
GD163149,XXXXX,C03,M,2015-05-01,,CA1,0,2_야간,6000,2_일반,4.916666666666667,5.0,8,2,1,2019-04-30,47.96666666666667
HD124700,XXXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.5,4.0,8,2,1,2019-04-30,47.96666666666667
HD349501,XX,C01,F,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.833333333333333,5.0,8,1,1,2019-04-30,47.96666666666667
GD126553,XXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,5.333333333333333,5.0,8,3,1,2019-04-30,47.96666666666667
AS926104,XXXX,C03,F,2015-05-01,,CA1,0,2_야간,6000,2_일반,4.416666666666667,4.5,6,3,1,2019-04-30,47.96666666666667
GD360440,XXXXXX,C03,M,2015-05-01,,CA1,0,2_야간,6000,2_일반,4.5,5.0,6,1,1,2019-04-30,47.96666666666667
IK701555,XXXXX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,4.75,5.0,6,1,1,2019-04-30,47.96666666666667
AS777651,XXXXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.166666666666667,3.5,7,2,1,2019-04-30,47.96666666666667
PL241896,XXXX,C03,F,2015-05-01,,CA1,0,2_야간,6000,2_일반,4.333333333333333,4.0,7,2,1,2019-04-30,47.96666666666667
PL920046,XXXXX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,4.333333333333333,4.0,8,2,1,2019-04-30,47.96666666666667
PL367795,XXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,3.4166666666666665,4.0,7,1,1,2019-04-30,46.96666666666667
HI324110,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,3.4166666666666665,3.0,7,1,1,2019-04-30,46.96666666666667
OA630902,XXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.666666666666667,5.0,8,3,1,2019-04-30,46.96666666666667
GD292781,XXXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,4.666666666666667,5.0,7,2,1,2019-04-30,46.96666666666667
PL912172,XXXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.5,4.5,7,2,1,2019-04-30,46.96666666666667
HI582217,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.666666666666667,4.5,7,3,1,2019-04-30,46.96666666666667
TS038130,XXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.75,5.0,7,2,1,2019-04-30,46.96666666666667
TS200932,XXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.916666666666667,5.0,7,2,1,2019-04-30,46.96666666666667
GD728611,XXXXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,3.8333333333333335,3.5,6,1,1,2019-04-30,46.96666666666667
HI525851,XXXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.833333333333333,4.5,8,2,1,2019-04-30,46.96666666666667
PL540895,XXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.666666666666667,4.5,7,2,1,2019-04-30,46.96666666666667
PL410964,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.25,4.0,7,1,1,2019-04-30,46.96666666666667
HI728364,XXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.25,4.0,7,2,1,2019-04-30,46.96666666666667
HI373547,XXXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.0,3.0,8,2,1,2019-04-30,46.96666666666667
GD489678,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.75,4.5,9,2,1,2019-04-30,46.96666666666667
OA504016,XXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,3.8333333333333335,4.0,6,2,1,2019-04-30,46.96666666666667
IK124414,XXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,5.083333333333333,5.0,8,4,1,2019-04-30,46.96666666666667
IK351897,XXXXX,C02,M,2015-06-01,,CA1,0,1_주간,7500,2_일반,4.333333333333333,4.0,8,2,1,2019-04-30,46.96666666666667
TS273269,XXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,3.1666666666666665,3.5,5,1,1,2019-04-30,46.96666666666667
IK055692,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,5.666666666666667,5.5,7,5,1,2019-04-30,46.96666666666667
TS035920,XXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.75,5.0,7,2,1,2019-04-30,46.96666666666667
GD555235,XXXXX,C03,F,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.333333333333333,4.5,7,1,1,2019-04-30,46.96666666666667
AS099984,XXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.5,4.5,7,2,1,2019-04-30,46.96666666666667
TS471939,XXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.916666666666667,5.0,7,3,1,2019-04-30,46.96666666666667
OA931227,XXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,4.5,5.0,6,3,1,2019-04-30,46.96666666666667
HD455858,XXXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.916666666666667,5.0,7,3,1,2019-04-30,46.96666666666667
PL487301,XXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.583333333333333,5.0,6,1,1,2019-04-30,46.96666666666667
GD813654,XXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.5,5.0,8,1,1,2019-04-30,46.96666666666667
HD378274,XXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.333333333333333,4.5,6,2,1,2019-04-30,46.96666666666667
OA236156,XXXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.083333333333333,3.5,8,2,1,2019-04-30,46.96666666666667
PL889178,XXXXXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,3.75,4.0,5,1,1,2019-04-30,46.96666666666667
OA776086,XXX,C03,F,2015-06-01,,CA1,0,2_야간,6000,2_일반,3.5,3.5,5,2,1,2019-04-30,46.96666666666667
AS677821,XXXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,3.9166666666666665,4.0,6,2,1,2019-04-30,46.96666666666667
OA818666,XXXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,5.083333333333333,4.0,9,3,1,2019-04-30,46.96666666666667
PL342449,XX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,4.166666666666667,4.0,7,1,1,2019-04-30,46.96666666666667
PL825454,XXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.416666666666667,4.0,7,3,1,2019-04-30,46.96666666666667
TS437647,XXXXXX,C02,M,2015-06-01,,CA1,0,1_주간,7500,2_일반,4.666666666666667,5.0,8,1,1,2019-04-30,46.96666666666667
HI146430,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.583333333333333,5.0,8,1,1,2019-04-30,46.96666666666667
GD437531,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.416666666666667,4.5,7,1,1,2019-04-30,46.96666666666667
OA103624,XXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,5.166666666666667,5.0,8,3,1,2019-04-30,46.96666666666667
OA933190,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.583333333333333,4.5,7,3,1,2019-04-30,46.96666666666667
IK624416,XXXXX,C03,F,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.083333333333333,4.0,7,3,1,2019-04-30,46.96666666666667
GD212992,XXXX,C03,F,2015-06-01,,CA1,0,2_야간,6000,2_일반,5.25,5.0,9,3,1,2019-04-30,46.96666666666667
IK999272,XXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,3.9166666666666665,4.0,5,2,1,2019-04-30,46.96666666666667
GD163914,XXXXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,3.8333333333333335,4.0,5,1,1,2019-04-30,46.96666666666667
PL400479,XXXX,C03,F,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.166666666666667,4.0,6,2,1,2019-04-30,46.96666666666667
PL942936,XXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.583333333333333,5.0,6,3,1,2019-04-30,46.96666666666667
IK006139,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,5.333333333333333,5.0,8,3,1,2019-04-30,46.96666666666667
IK902787,XXXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.083333333333333,4.5,6,2,1,2019-04-30,46.96666666666667
PL815569,XXXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,4.25,4.5,6,2,1,2019-04-30,46.96666666666667
HI216184,XXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.0,4.0,7,2,1,2019-04-30,46.96666666666667
HI965956,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.666666666666667,5.0,6,3,1,2019-04-30,46.96666666666667
OA225076,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.333333333333333,4.5,7,1,1,2019-04-30,46.96666666666667
TS106731,XXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.416666666666667,5.0,7,2,1,2019-04-30,46.96666666666667
HI228454,XXXXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,4.583333333333333,4.0,8,2,1,2019-04-30,46.96666666666667
HI900494,XX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,5.75,6.0,8,3,1,2019-04-30,46.96666666666667
PL456313,XXXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,3.75,3.5,8,1,1,2019-04-30,46.96666666666667
PL779242,XXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.5,4.0,6,3,1,2019-04-30,46.96666666666667
TS959961,XXXXXX,C03,F,2015-06-01,,CA1,0,2_야간,6000,2_일반,5.0,5.0,7,3,1,2019-04-30,46.96666666666667
AS099118,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.5,5.0,6,1,1,2019-04-30,46.96666666666667
IK331136,XXXXXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,4.416666666666667,4.0,6,2,1,2019-04-30,46.96666666666667
AS834706,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.75,5.0,7,3,1,2019-04-30,46.96666666666667
TS179365,XXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,3.9166666666666665,4.0,6,2,1,2019-04-30,46.96666666666667
AS614421,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,5.083333333333333,5.5,7,3,1,2019-04-30,46.96666666666667
OA747936,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,5.25,5.0,8,3,1,2019-04-30,46.96666666666667
PL494564,XXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.416666666666667,4.0,7,3,1,2019-04-30,46.96666666666667
AS299544,XXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.083333333333333,4.0,6,2,1,2019-04-30,46.96666666666667
OA261861,XXXX,C02,M,2015-06-01,,CA1,0,1_주간,7500,2_일반,5.416666666666667,5.5,8,1,1,2019-04-30,46.96666666666667
HD120698,XXXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.833333333333333,5.0,7,3,1,2019-04-30,46.96666666666667
HI328204,XX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,5.083333333333333,5.5,8,2,1,2019-04-30,45.96666666666667
IK695797,XXXX,C02,M,2015-07-01,,CA1,0,1_주간,7500,2_일반,3.8333333333333335,4.5,6,1,1,2019-04-30,45.96666666666667
HI778223,XX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.25,4.5,7,2,1,2019-04-30,45.96666666666667
GD235669,XXX,C01,F,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.666666666666667,4.5,7,2,1,2019-04-30,45.96666666666667
AS637476,XX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,4.25,4.5,5,3,1,2019-04-30,45.96666666666667
AS171994,XXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.583333333333333,5.0,6,3,1,2019-04-30,45.96666666666667
PL245159,XXXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,4.416666666666667,5.0,7,2,1,2019-04-30,45.96666666666667
GD470986,XXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.083333333333333,4.5,6,1,1,2019-04-30,45.96666666666667
HD287652,XX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.333333333333333,4.0,6,3,1,2019-04-30,45.96666666666667
AS933597,XXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,3.9166666666666665,3.5,8,1,1,2019-04-30,45.96666666666667
PL787344,XXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,3.3333333333333335,3.0,6,1,1,2019-04-30,45.96666666666667
IK313475,XXXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,5.583333333333333,5.5,7,3,1,2019-04-30,45.96666666666667
OA986961,XXX,C01,F,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.666666666666667,4.0,8,3,1,2019-04-30,45.96666666666667
OA266742,XXXXX,C02,M,2015-07-01,,CA1,0,1_주간,7500,2_일반,5.583333333333333,5.5,8,3,1,2019-04-30,45.96666666666667
IK461411,XXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,4.833333333333333,5.0,7,2,1,2019-04-30,45.96666666666667
TS244750,XXXXXX,C01,F,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.75,4.0,7,3,1,2019-04-30,45.96666666666667
OA753193,XXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.666666666666667,5.0,8,2,1,2019-04-30,45.96666666666667
GD084870,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.166666666666667,4.5,6,2,1,2019-04-30,45.96666666666667
HD453390,XXXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.0,4.0,7,2,1,2019-04-30,45.96666666666667
GD138948,XXXXX,C03,F,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.916666666666667,5.0,8,1,1,2019-04-30,45.96666666666667
TS673226,XXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,4.75,4.0,8,3,1,2019-04-30,45.96666666666667
IK357051,XXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.25,4.0,8,2,1,2019-04-30,45.96666666666667
HI859298,XXXXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,3.8333333333333335,4.0,5,1,1,2019-04-30,45.96666666666667
AS065870,XXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.666666666666667,4.0,8,3,1,2019-04-30,45.96666666666667
GD700613,XXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,4.0,4.0,7,2,1,2019-04-30,45.96666666666667
TS554037,XXXXXX,C03,F,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.833333333333333,5.0,7,2,1,2019-04-30,45.96666666666667
PL827485,XXX,C01,F,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.416666666666667,4.0,8,1,1,2019-04-30,45.96666666666667
AS828426,XXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.166666666666667,4.0,6,1,1,2019-04-30,45.96666666666667
GD009242,XXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,4.75,5.0,7,2,1,2019-04-30,45.96666666666667
HI092194,XXXXX,C01,F,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.833333333333333,4.5,9,3,1,2019-04-30,45.96666666666667
PL812388,XXXXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.416666666666667,5.0,7,2,1,2019-04-30,45.96666666666667
OA025439,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.583333333333333,4.0,8,2,1,2019-04-30,45.96666666666667
TS023216,XXXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,4.25,4.0,8,1,1,2019-04-30,45.96666666666667
TS440617,XXXXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,4.666666666666667,5.0,7,2,1,2019-04-30,45.96666666666667
HI525283,XXXXXX,C03,F,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.833333333333333,5.0,6,4,1,2019-04-30,45.96666666666667
GD812702,XXXXX,C01,F,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.416666666666667,5.0,7,1,1,2019-04-30,45.96666666666667
IK560941,XXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,4.666666666666667,5.0,6,3,1,2019-04-30,45.96666666666667
GD914874,XXX,C03,F,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.666666666666667,4.0,8,3,1,2019-04-30,45.96666666666667
AS726714,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.333333333333333,4.5,6,2,1,2019-04-30,45.96666666666667
HI639424,XXXXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.833333333333333,5.5,8,1,1,2019-04-30,45.96666666666667
OA310354,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.5,5.0,7,3,1,2019-04-30,45.96666666666667
HI720107,XXXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,4.583333333333333,5.0,7,1,1,2019-04-30,45.96666666666667
HD296157,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.25,4.0,7,2,1,2019-04-30,45.96666666666667
AS015315,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.833333333333333,5.0,7,3,1,2019-04-30,45.96666666666667
HD625027,XXXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.75,5.0,8,3,1,2019-04-30,45.96666666666667
HI323901,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.833333333333333,5.0,7,3,1,2019-04-30,45.96666666666667
TS614929,XXXXX,C03,F,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.416666666666667,4.5,6,3,1,2019-04-30,45.96666666666667
AS868124,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.916666666666667,5.5,7,2,1,2019-04-30,45.96666666666667
HI499195,XXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,3.6666666666666665,3.0,7,2,1,2019-04-30,45.96666666666667
PL445190,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,3.8333333333333335,4.0,5,2,1,2019-04-30,45.96666666666667
PL117922,XXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,3.9166666666666665,3.0,7,1,1,2019-04-30,45.96666666666667
GD837157,XXXXXX,C01,F,2015-07-01,,CA1,0,0_종일,10500,2_일반,5.416666666666667,6.0,7,2,1,2019-04-30,45.96666666666667
OA375487,XXXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.083333333333333,4.5,6,1,1,2019-04-30,45.96666666666667
PL863573,XXXXXX,C01,F,2015-08-01,,CA1,0,0_종일,10500,2_일반,5.166666666666667,5.0,8,3,1,2019-04-30,44.96666666666667
IK155697,XXXX,C01,F,2015-08-01,,CA1,0,0_종일,10500,2_일반,4.25,5.0,6,1,1,2019-04-30,44.96666666666667
